Group,Mouse,Day,Rec.Session,Trial,File,Site,Cell_ID,GCID,Cell_TYPE,% Bad WF,Peak mV,Swing mV,Width usec,Amp. Assym,RMS,train_Nspk,train_FRpeak,train_FRmean,train % ISI < 2ms,train_CSI_swing,train_CSI_peaks,train_Lratio,train_Isol.D,train_ISI_mode_ms,train_ISI_mean_ms,B_num_total,B_num_per_min,B_ibi_sec,B_dur_msec,Nspk_B_Nspk_train_ratio,Spk_per_burst,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Unnamed: 51,Group_Label
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT2_cut,CA1_dist,6,2565928206,PYR,15.3684,0.1423,0.1853,251.9685,-0.5359,0.0534,950,5.9345,0.4737,0.1053,9.3684,4.1053,0.2001,16.4287,3.875,2111.7635,115.0,3.4404,16.0083,9.048,0.2968,2.4522,77,28.0,6.0,4.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT2_cut,CA1_dist,7,2565928207,PYR_nWf,13.5531,0.2685,0.3786,188.9764,-0.4186,0.1031,273,0.3211,0.1361,0.0,16.1172,16.1172,0.0392,26.0657,4.0,6660.2124,25.0,0.7479,70.9555,9.9862,0.2234,2.44,16,7.0,2.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT3_cut,CA1_inter,1,2565928301,PYR,22.8053,0.1329,0.1907,236.2205,-0.3939,0.0587,3087,39.4503,1.5392,0.4211,9.8801,4.438,0.9184,10.9319,7.375,649.6887,439.0,13.1335,4.4872,9.5319,0.3486,2.451,302,95.0,28.0,11.0,1.0,2.0,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT3_cut,CA1_inter,2,2565928302,PYR,7.0981,0.0967,0.1394,314.9606,-0.3872,0.043,2874,15.1245,1.433,0.1044,6.7502,4.8017,0.4462,12.8377,4.75,696.6706,372.0,11.1291,5.3075,7.7106,0.2958,2.2849,289,63.0,17.0,3.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT4_cut,CA1_prox,1,2565928401,PYR_nWf,2.7358,0.2404,0.3213,196.8504,-0.4962,0.0935,4825,12.4823,2.4053,0.0,12.7668,12.8497,0.0864,22.1819,4.281,415.6934,473.0,14.1507,4.1424,4.841,0.1981,2.0211,464,8.0,1.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT4_cut,CA1_prox,2,2565928402,PYR,4.2969,0.1939,0.2757,425.1969,-0.4063,0.0848,2560,5.624,1.2765,0.0781,18.5156,18.4375,0.3668,13.2508,4.625,763.8914,430.0,12.8642,4.4358,7.4882,0.3625,2.1581,371,50.0,9.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT4_cut,CA1_prox,4,2565928404,PYR,7.7303,0.1147,0.1558,314.9606,-0.4733,0.0442,4450,20.9809,2.2188,0.4494,6.427,3.3708,0.2532,15.096,4.062,450.778,591.0,17.6809,3.2488,8.34,0.3247,2.445,417,111.0,44.0,13.0,5.0,1.0,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT4_cut,CA1_prox,6,2565928406,PYR,11.9933,0.1293,0.1875,228.3465,-0.3799,0.0556,4194,22.298,2.0912,0.0715,10.7058,5.5079,0.0964,19.6096,4.375,477.881,701.0,20.9717,2.8519,8.7993,0.4032,2.4123,485,154.0,52.0,9.0,1.0,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT6_cut,CA1_dist,1,2565928601,PYR_nWf,7.4018,0.5208,0.8474,196.8504,-0.229,0.2206,1324,10.0897,0.6602,0.0755,41.4653,40.71,0.1057,26.083,4.281,1497.8585,230.0,6.8809,8.2668,6.9965,0.3882,2.2348,185,36.0,9.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT6_cut,CA1_dist,2,2565928602,PYR,15.4436,0.3353,0.4911,283.4646,-0.3656,0.143,2085,23.0609,1.0396,0.1439,30.2638,31.7986,0.1165,19.1857,4.594,958.8865,413.0,12.3557,4.8359,6.8221,0.4408,2.2252,331,71.0,11.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT6_cut,CA1_dist,3,2565928603,PYR_nWf,37.1303,0.3185,0.6174,181.1024,-0.0318,0.1488,10008,63.0971,4.9896,0.05,5.1659,3.3673,0.0025,103.7509,17.5,200.3995,492.0,14.7191,4.0474,8.8783,0.1075,2.187,421,51.0,19.0,1.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT6_cut,CA1_dist,4,2565928604,PYR_nWf,27.6765,0.2186,0.3245,196.8504,-0.3476,0.0888,878,6.3562,0.4378,0.3417,10.9339,5.9226,0.1045,21.1378,4.75,2193.5074,102.0,3.0515,18.983,7.7923,0.262,2.2549,80,18.0,4.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT6_cut,CA1_dist,5,2565928605,PYR,20.7676,0.2172,0.3204,251.9685,-0.3555,0.0942,1459,3.2298,0.7275,0.0685,18.3687,17.9575,3.292,10.0287,5.5,1372.1131,181.0,5.4149,10.2252,8.9382,0.3146,2.5359,118,38.0,17.0,7.0,1.0,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT6_cut,CA1_dist,6,2565928606,PYR_nWf,33.5177,0.3625,0.5933,173.2283,-0.2218,0.1421,904,2.0412,0.4507,0.0,19.6903,12.6106,0.0246,29.661,5.313,2193.3331,113.0,3.3806,16.1919,8.6416,0.2954,2.3628,81,24.0,7.0,1.0,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT6_cut,CA1_dist,7,2565928607,PYR,12.243,0.2431,0.3912,228.3465,-0.2426,0.1087,1070,5.3415,0.5335,0.0,32.9907,28.6916,0.0609,28.0756,3.75,1831.7296,242.0,7.2399,7.7332,6.6466,0.5112,2.2603,183,55.0,4.0,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT6_cut,CA1_dist,8,2565928608,PYR,18.6916,0.1596,0.2506,338.5827,-0.2736,0.0723,963,1.7456,0.4802,0.3115,9.3458,9.1381,0.172,17.232,4.719,2072.7457,65.0,1.9446,25.8225,7.4129,0.1423,2.1077,58,7.0,,,,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT8_cut,XX,1,2565928801,PYR,11.6613,0.1447,0.1924,267.7165,-0.5044,0.0547,2161,9.5094,1.0775,0.4165,7.5891,5.2753,0.1985,17.4041,5.344,921.1276,355.0,10.6205,5.1382,8.4186,0.3998,2.4338,246,74.0,26.0,8.0,1.0,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT8_cut,XX,3,2565928803,PYR,8.3221,0.1715,0.2447,212.5984,-0.4015,0.0702,745,5.86,0.3715,0.0,13.6913,11.8121,0.0105,35.7736,5.625,2222.5105,122.0,3.6499,10.162,9.4157,0.4094,2.5,79,29.0,11.0,2.0,1.0,,,,,,,,,,,,,,,,Inh
SST_hM4D,D16-IS256,DAY02,DAY02_2021-05-01_15-59-28,08_S2,TT8_cut,XX,7,2565928807,PYR,12.0879,0.1265,0.1675,283.4646,-0.5106,0.0479,728,1.5676,0.363,0.0,5.9066,6.7308,0.553,11.5974,4.0,2619.3581,88.0,2.6327,19.8218,7.3001,0.2706,2.2386,70,16.0,1.0,1.0,,,,,,,,,,,,,,,,,Inh
